Complaint_ID,Date_Reported,Customer_ID,Region,Complaint_Type,Service_Type,Description,Priority,Status,Resolution_Date,Resolution_Time_Days,Customer_Satisfaction
COMP-01558,2025-03-23,CUST-2570,East,Service Outage,Mobile,Customer reported call drop issue,Low,Closed,2025-04-02,10.0,1.0
COMP-01559,2025-01-05,CUST-5022,West,SMS Failure,Mobile,Customer reported no signal issue,Medium,Open,,,
COMP-01560,2025-01-23,CUST-7237,West,Call Drop,Fixed Line,Customer reported service outage issue,Medium,Closed,2025-02-05,13.0,5.0
COMP-01561,2025-02-11,CUST-1494,Central,Billing Issue,Mobile,Customer reported call drop issue,Low,Closed,2025-02-25,14.0,2.0
COMP-01562,2025-01-01,CUST-3443,Central,Call Drop,TV,Customer reported billing issue issue,Low,Closed,2025-01-05,4.0,5.0
COMP-01563,2025-01-23,CUST-3377,East,No Signal,Mobile,Customer reported sms failure issue,High,In Progress,,,
COMP-01564,2025-01-11,CUST-3371,East,Slow Internet,Mobile,Customer reported call drop issue,Critical,Closed,2025-01-23,12.0,4.0
COMP-01565,2025-03-18,CUST-2941,West,Slow Internet,TV,Customer reported poor voice quality issue,Low,Closed,2025-03-26,8.0,3.0
COMP-01566,2025-01-15,CUST-5201,West,Poor Voice Quality,Broadband,Customer reported billing issue issue,Low,Closed,2025-01-25,10.0,5.0
COMP-01567,2025-03-29,CUST-2136,South,Poor Voice Quality,TV,Customer reported poor voice quality issue,Low,Resolved,,,
COMP-01568,2025-03-15,CUST-8396,West,Poor Voice Quality,Mobile,Customer reported billing issue issue,Low,Closed,2025-03-19,4.0,1.0
COMP-01569,2025-02-01,CUST-4678,Central,Call Drop,Mobile,Customer reported sms failure issue,Low,Closed,2025-02-10,9.0,4.0
COMP-01570,2025-01-11,CUST-4675,South,Call Drop,Fixed Line,Customer reported slow internet issue,Critical,Open,,,
COMP-01571,2025-03-26,CUST-9673,West,Billing Issue,Broadband,Customer reported slow internet issue,Critical,Closed,2025-04-04,9.0,4.0
COMP-01572,2025-01-16,CUST-9422,Central,Call Drop,TV,Customer reported sms failure issue,Low,Closed,2025-01-22,6.0,2.0
COMP-01573,2025-01-14,CUST-6840,West,Call Drop,Broadband,Customer reported poor voice quality issue,Critical,Closed,2025-01-14,0.0,3.0
COMP-01574,2025-03-27,CUST-9061,North,Poor Voice Quality,Fixed Line,Customer reported sms failure issue,High,In Progress,,,
COMP-01575,2025-03-30,CUST-7899,Central,Billing Issue,TV,Customer reported service outage issue,Medium,Resolved,,,
COMP-01576,2025-01-01,CUST-5621,North,No Signal,Broadband,Customer reported billing issue issue,Critical,Closed,2025-01-06,5.0,3.0
COMP-01577,2025-02-28,CUST-5002,North,Service Outage,TV,Customer reported no signal issue,Critical,Closed,2025-03-05,5.0,4.0
COMP-01578,2025-01-29,CUST-3542,North,Poor Voice Quality,TV,Customer reported sms failure issue,Low,Closed,2025-02-01,3.0,3.0
COMP-01579,2025-02-02,CUST-4310,West,Call Drop,Fixed Line,Customer reported slow internet issue,Medium,Closed,2025-02-11,9.0,1.0
COMP-01580,2025-02-10,CUST-6764,West,No Signal,Fixed Line,Customer reported slow internet issue,Low,Closed,2025-02-20,10.0,3.0
COMP-01581,2025-01-12,CUST-7681,East,Slow Internet,Broadband,Customer reported service outage issue,Critical,Open,,,
COMP-01582,2025-02-12,CUST-5358,Central,Call Drop,Mobile,Customer reported billing issue issue,Critical,Closed,2025-02-14,2.0,3.0
COMP-01583,2025-03-22,CUST-3973,Central,Poor Voice Quality,TV,Customer reported no signal issue,Critical,Closed,2025-04-04,13.0,2.0
COMP-01584,2025-02-12,CUST-9895,South,Billing Issue,Mobile,Customer reported service outage issue,Low,Closed,2025-02-22,10.0,5.0
COMP-01585,2025-03-15,CUST-3964,West,Slow Internet,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-03-19,4.0,2.0
COMP-01586,2025-01-27,CUST-6676,North,Service Outage,Fixed Line,Customer reported poor voice quality issue,Critical,Closed,2025-02-10,14.0,5.0
COMP-01587,2025-03-06,CUST-5708,West,Billing Issue,Mobile,Customer reported sms failure issue,Low,Closed,2025-03-09,3.0,2.0
COMP-01588,2025-02-14,CUST-1264,South,Billing Issue,Mobile,Customer reported poor voice quality issue,High,Open,,,
COMP-01589,2025-02-26,CUST-8757,South,Poor Voice Quality,Broadband,Customer reported sms failure issue,High,Closed,2025-03-03,5.0,5.0
COMP-01590,2025-01-28,CUST-1719,East,Slow Internet,Fixed Line,Customer reported slow internet issue,High,Closed,2025-02-06,9.0,1.0
COMP-01591,2025-01-24,CUST-1932,South,No Signal,Fixed Line,Customer reported sms failure issue,Critical,Closed,2025-02-07,14.0,4.0
COMP-01592,2025-01-23,CUST-2984,North,Poor Voice Quality,TV,Customer reported billing issue issue,Medium,Closed,2025-01-31,8.0,4.0
COMP-01593,2025-01-12,CUST-7704,Central,Slow Internet,Fixed Line,Customer reported service outage issue,Low,Closed,,,1.0
COMP-01594,2025-02-14,CUST-1709,North,No Signal,Fixed Line,Customer reported no signal issue,Low,Closed,2025-02-18,4.0,4.0
COMP-01595,2025-03-18,CUST-2251,North,Service Outage,Fixed Line,Customer reported slow internet issue,High,Closed,2025-03-23,5.0,1.0
COMP-01596,2025-03-27,CUST-4738,East,Service Outage,Broadband,Customer reported no signal issue,High,Closed,2025-04-04,8.0,2.0
COMP-01597,2025-01-27,CUST-3477,North,Service Outage,Mobile,Customer reported slow internet issue,Medium,Closed,2025-02-09,13.0,5.0
COMP-01598,2025-03-25,CUST-9753,South,Poor Voice Quality,TV,Customer reported poor voice quality issue,High,Closed,2025-04-06,12.0,1.0
COMP-01599,2025-03-25,CUST-4821,North,Call Drop,Fixed Line,Customer reported call drop issue,Medium,Closed,2025-04-02,8.0,3.0
COMP-01600,2025-02-21,CUST-3625,North,Poor Voice Quality,Broadband,Customer reported service outage issue,Critical,In Progress,,,
COMP-01601,2025-02-08,CUST-4793,South,Service Outage,Broadband,Customer reported no signal issue,Low,Closed,2025-02-08,0.0,3.0
COMP-01602,2025-02-17,CUST-6904,North,Service Outage,TV,Customer reported service outage issue,Low,Closed,2025-02-23,6.0,3.0
COMP-01603,2025-01-31,CUST-3738,South,Billing Issue,Broadband,Customer reported billing issue issue,Medium,Closed,2025-02-05,5.0,4.0
COMP-01604,2025-02-09,CUST-8249,East,Slow Internet,Mobile,Customer reported sms failure issue,High,Closed,2025-02-12,3.0,5.0
COMP-01605,2025-01-06,CUST-1802,East,SMS Failure,Fixed Line,Customer reported sms failure issue,Medium,Closed,2025-01-20,14.0,1.0
COMP-01606,2025-03-09,CUST-4311,North,SMS Failure,TV,Customer reported poor voice quality issue,Critical,Closed,2025-03-20,11.0,1.0
COMP-01607,2025-02-04,CUST-9701,North,No Signal,TV,Customer reported billing issue issue,Medium,Closed,2025-02-15,11.0,2.0
COMP-01608,2025-01-17,CUST-3480,West,Slow Internet,TV,Customer reported call drop issue,Medium,Closed,2025-01-18,1.0,3.0
COMP-01609,2025-01-06,CUST-4076,North,Call Drop,TV,Customer reported billing issue issue,Low,Closed,2025-01-13,7.0,2.0
COMP-01610,2025-01-31,CUST-1380,Central,No Signal,TV,Customer reported sms failure issue,Low,Closed,2025-02-05,5.0,3.0
COMP-01611,2025-03-20,CUST-2077,Central,Service Outage,Broadband,Customer reported billing issue issue,High,Closed,2025-04-01,12.0,3.0
COMP-01612,2025-03-26,CUST-9723,East,Poor Voice Quality,Fixed Line,Customer reported poor voice quality issue,High,Closed,,,5.0
COMP-01613,2025-03-25,CUST-8298,South,No Signal,TV,Customer reported slow internet issue,Critical,Closed,2025-03-30,5.0,4.0
COMP-01614,2025-01-23,CUST-4615,East,Slow Internet,Fixed Line,Customer reported sms failure issue,Medium,Closed,2025-01-28,5.0,1.0
COMP-01615,2025-02-25,CUST-8884,South,SMS Failure,Broadband,Customer reported sms failure issue,Critical,Closed,2025-02-28,3.0,4.0
COMP-01616,2025-03-23,CUST-4375,East,Service Outage,Fixed Line,Customer reported sms failure issue,High,Closed,2025-03-27,4.0,1.0
COMP-01617,2025-02-20,CUST-4841,Central,Call Drop,Broadband,Customer reported service outage issue,High,In Progress,,,
COMP-01618,2025-03-13,CUST-6435,West,Call Drop,Fixed Line,Customer reported no signal issue,High,In Progress,,,
COMP-01619,2025-03-11,CUST-8296,Central,Call Drop,Mobile,Customer reported sms failure issue,Low,Closed,2025-03-11,0.0,3.0
COMP-01620,2025-03-14,CUST-4167,North,Poor Voice Quality,Broadband,Customer reported no signal issue,Low,Closed,2025-03-26,12.0,2.0
COMP-01621,2025-02-01,CUST-8639,South,Billing Issue,Fixed Line,Customer reported slow internet issue,Critical,Closed,2025-02-06,5.0,4.0
COMP-01622,2025-02-19,CUST-1361,South,Call Drop,Mobile,Customer reported billing issue issue,Low,Closed,,,3.0
COMP-01623,2025-03-30,CUST-6968,North,Slow Internet,TV,Customer reported no signal issue,Low,Closed,2025-04-05,6.0,4.0
COMP-01624,2025-03-14,CUST-3296,East,Poor Voice Quality,Mobile,Customer reported billing issue issue,Medium,Closed,2025-03-15,1.0,1.0
COMP-01625,2025-02-28,CUST-4604,East,Call Drop,Fixed Line,Customer reported billing issue issue,High,Closed,2025-03-13,13.0,2.0
COMP-01626,2025-03-20,CUST-3427,East,Service Outage,Mobile,Customer reported slow internet issue,Medium,Open,,,
COMP-01627,2025-01-04,CUST-3653,West,SMS Failure,TV,Customer reported no signal issue,Critical,Closed,2025-01-08,4.0,2.0
COMP-01628,2025-03-10,CUST-6497,West,Service Outage,TV,Customer reported call drop issue,Low,In Progress,,,
COMP-01629,2025-01-21,CUST-2940,South,No Signal,Broadband,Customer reported poor voice quality issue,High,Closed,2025-02-03,13.0,3.0
COMP-01630,2025-03-17,CUST-3660,North,Call Drop,Broadband,Customer reported no signal issue,Critical,Closed,2025-03-22,5.0,1.0
COMP-01631,2025-02-01,CUST-5472,Central,Slow Internet,Mobile,Customer reported no signal issue,Medium,Closed,2025-02-08,7.0,2.0
COMP-01632,2025-03-28,CUST-7808,East,Billing Issue,Mobile,Customer reported billing issue issue,Critical,Closed,,,5.0
COMP-01633,2025-01-22,CUST-2680,Central,Billing Issue,TV,Customer reported no signal issue,Critical,Closed,2025-02-03,12.0,4.0
COMP-01634,2025-01-22,CUST-1366,Central,No Signal,Mobile,Customer reported service outage issue,Critical,Closed,2025-02-01,10.0,1.0
COMP-01635,2025-01-23,CUST-9537,West,No Signal,TV,Customer reported billing issue issue,High,Closed,2025-01-29,6.0,5.0
COMP-01636,2025-02-04,CUST-4864,North,Billing Issue,Fixed Line,Customer reported service outage issue,High,Closed,2025-02-10,6.0,5.0
COMP-01637,2025-02-25,CUST-5992,East,Billing Issue,Fixed Line,Customer reported sms failure issue,Critical,Open,,,
COMP-01638,2025-02-27,CUST-7997,West,Call Drop,Mobile,Customer reported service outage issue,Critical,Closed,2025-03-03,4.0,4.0
COMP-01639,2025-02-20,CUST-2366,South,No Signal,Mobile,Customer reported poor voice quality issue,High,In Progress,,,
COMP-01640,2025-03-07,CUST-6876,South,Slow Internet,Mobile,Customer reported call drop issue,High,Closed,2025-03-12,5.0,1.0
COMP-01641,2025-01-26,CUST-1214,East,No Signal,Mobile,Customer reported billing issue issue,High,Open,,,
COMP-01642,2025-01-13,CUST-5698,East,Service Outage,TV,Customer reported service outage issue,High,Closed,2025-01-25,12.0,1.0
COMP-01643,2025-02-20,CUST-9586,North,Slow Internet,TV,Customer reported call drop issue,Medium,Closed,2025-03-04,12.0,2.0
COMP-01644,2025-02-07,CUST-8905,Central,Poor Voice Quality,Mobile,Customer reported billing issue issue,Low,Closed,2025-02-20,13.0,4.0
COMP-01645,2025-03-11,CUST-2877,North,Slow Internet,TV,Customer reported call drop issue,Critical,Closed,2025-03-11,0.0,4.0
COMP-01646,2025-02-06,CUST-5441,North,SMS Failure,Fixed Line,Customer reported no signal issue,Low,Closed,2025-02-16,10.0,5.0
COMP-01647,2025-01-07,CUST-7325,South,Call Drop,Mobile,Customer reported poor voice quality issue,Medium,Closed,2025-01-20,13.0,3.0
COMP-01648,2025-02-01,CUST-4025,West,Service Outage,Broadband,Customer reported billing issue issue,High,Resolved,,,
COMP-01649,2025-03-28,CUST-9393,West,Poor Voice Quality,TV,Customer reported service outage issue,Critical,Closed,2025-03-29,1.0,1.0
COMP-01650,2025-01-10,CUST-2498,East,Poor Voice Quality,TV,Customer reported call drop issue,Low,Closed,2025-01-12,2.0,1.0
COMP-01651,2025-03-31,CUST-2430,Central,SMS Failure,Broadband,Customer reported billing issue issue,Medium,Closed,2025-04-08,8.0,3.0
COMP-01652,2025-03-15,CUST-6383,North,No Signal,Mobile,Customer reported billing issue issue,High,Open,,,
COMP-01653,2025-02-09,CUST-7461,South,No Signal,TV,Customer reported poor voice quality issue,High,Closed,2025-02-22,13.0,3.0
COMP-01654,2025-02-16,CUST-9103,Central,No Signal,TV,Customer reported call drop issue,Low,Closed,2025-03-01,13.0,3.0
COMP-01655,2025-01-15,CUST-8698,Central,Call Drop,Fixed Line,Customer reported service outage issue,Critical,Closed,2025-01-26,11.0,1.0
COMP-01656,2025-02-08,CUST-2984,North,SMS Failure,Broadband,Customer reported poor voice quality issue,Critical,Closed,,,1.0
COMP-01657,2025-01-14,CUST-4388,South,Billing Issue,Broadband,Customer reported call drop issue,Critical,Closed,2025-01-19,5.0,1.0
COMP-01658,2025-02-09,CUST-3682,North,Billing Issue,Broadband,Customer reported service outage issue,High,Closed,2025-02-21,12.0,4.0
COMP-01659,2025-03-12,CUST-1875,South,Poor Voice Quality,Broadband,Customer reported slow internet issue,Critical,Closed,2025-03-24,12.0,5.0
COMP-01660,2025-01-04,CUST-6107,North,Poor Voice Quality,Fixed Line,Customer reported call drop issue,Low,Closed,2025-01-07,3.0,5.0
COMP-01661,2025-02-18,CUST-3598,North,Slow Internet,TV,Customer reported slow internet issue,Critical,Closed,2025-02-21,3.0,1.0
COMP-01662,2025-02-20,CUST-1518,Central,Slow Internet,Fixed Line,Customer reported slow internet issue,Medium,Closed,2025-02-20,0.0,1.0
COMP-01663,2025-02-19,CUST-3818,East,Billing Issue,Fixed Line,Customer reported call drop issue,High,In Progress,,,
COMP-01664,2025-03-01,CUST-7154,Central,Service Outage,Mobile,Customer reported sms failure issue,Critical,Closed,2025-03-02,1.0,3.0
COMP-01665,2025-03-30,CUST-6342,West,SMS Failure,TV,Customer reported call drop issue,Medium,Open,,,
COMP-01666,2025-01-03,CUST-4782,East,Billing Issue,Mobile,Customer reported billing issue issue,High,Closed,2025-01-04,1.0,5.0
COMP-01667,2025-01-19,CUST-8615,West,SMS Failure,Mobile,Customer reported service outage issue,Critical,Closed,2025-01-26,7.0,3.0
COMP-01668,2025-03-20,CUST-2481,North,Slow Internet,Broadband,Customer reported poor voice quality issue,Critical,Closed,2025-03-25,5.0,5.0
COMP-01669,2025-01-15,CUST-6390,East,Slow Internet,Broadband,Customer reported call drop issue,Critical,Closed,2025-01-29,14.0,4.0
COMP-01670,2025-03-28,CUST-6078,West,No Signal,Fixed Line,Customer reported call drop issue,Medium,In Progress,,,
COMP-01671,2025-02-17,CUST-9316,North,SMS Failure,TV,Customer reported service outage issue,Low,Closed,2025-03-03,14.0,4.0
COMP-01672,2025-03-27,CUST-5732,Central,Service Outage,Broadband,Customer reported service outage issue,Critical,Closed,2025-04-10,14.0,1.0
COMP-01673,2025-01-15,CUST-3421,East,Slow Internet,TV,Customer reported service outage issue,Critical,Resolved,,,
COMP-01674,2025-02-17,CUST-1836,Central,Slow Internet,Fixed Line,Customer reported billing issue issue,Medium,Closed,2025-02-28,11.0,1.0
COMP-01675,2025-02-13,CUST-9130,East,Call Drop,Mobile,Customer reported service outage issue,Low,In Progress,,,
COMP-01676,2025-01-10,CUST-8683,West,Call Drop,TV,Customer reported sms failure issue,Medium,Open,,,
COMP-01677,2025-02-28,CUST-7235,South,Poor Voice Quality,Mobile,Customer reported slow internet issue,Low,Closed,2025-03-03,3.0,3.0
COMP-01678,2025-01-07,CUST-5921,South,SMS Failure,Fixed Line,Customer reported billing issue issue,Critical,Closed,2025-01-12,5.0,5.0
COMP-01679,2025-03-30,CUST-2394,Central,Call Drop,TV,Customer reported call drop issue,Critical,Closed,,,5.0
COMP-01680,2025-02-02,CUST-2239,East,Service Outage,Mobile,Customer reported sms failure issue,High,Closed,2025-02-10,8.0,2.0
COMP-01681,2025-02-03,CUST-8759,East,Poor Voice Quality,TV,Customer reported no signal issue,Low,Closed,2025-02-15,12.0,3.0
COMP-01682,2025-02-27,CUST-9270,North,Service Outage,Fixed Line,Customer reported service outage issue,Low,Closed,2025-03-04,5.0,5.0
COMP-01683,2025-02-14,CUST-6445,West,Billing Issue,TV,Customer reported slow internet issue,Medium,Closed,2025-02-18,4.0,4.0
COMP-01684,2025-01-31,CUST-1430,South,Slow Internet,Mobile,Customer reported no signal issue,Medium,Closed,2025-02-09,9.0,3.0
COMP-01685,2025-03-02,CUST-8204,North,Poor Voice Quality,TV,Customer reported poor voice quality issue,Low,Closed,2025-03-11,9.0,5.0
COMP-01686,2025-02-08,CUST-1331,South,Billing Issue,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-02-12,4.0,1.0
COMP-01687,2025-02-04,CUST-4951,West,Service Outage,Broadband,Customer reported no signal issue,Critical,Closed,2025-02-10,6.0,5.0
COMP-01688,2025-01-16,CUST-6510,East,SMS Failure,Broadband,Customer reported sms failure issue,Low,Closed,2025-01-27,11.0,2.0
COMP-01689,2025-02-03,CUST-9693,North,Billing Issue,TV,Customer reported poor voice quality issue,High,Closed,2025-02-17,14.0,4.0
COMP-01690,2025-03-23,CUST-5570,South,SMS Failure,Broadband,Customer reported slow internet issue,Low,Closed,2025-03-28,5.0,1.0
COMP-01691,2025-01-23,CUST-8654,East,Service Outage,TV,Customer reported call drop issue,Medium,Closed,2025-01-27,4.0,2.0
COMP-01692,2025-02-28,CUST-8286,South,SMS Failure,TV,Customer reported service outage issue,Critical,Open,,,
COMP-01693,2025-02-04,CUST-2970,South,Call Drop,Fixed Line,Customer reported service outage issue,Critical,Closed,,,3.0
COMP-01694,2025-01-24,CUST-5123,South,Service Outage,TV,Customer reported call drop issue,Critical,Resolved,,,
COMP-01695,2025-02-26,CUST-2057,West,No Signal,Broadband,Customer reported billing issue issue,Low,Closed,2025-03-03,5.0,1.0
COMP-01696,2025-03-14,CUST-6859,North,Call Drop,Mobile,Customer reported service outage issue,Critical,Closed,2025-03-18,4.0,4.0
COMP-01697,2025-03-15,CUST-9112,West,Billing Issue,TV,Customer reported service outage issue,Medium,Closed,2025-03-16,1.0,2.0
COMP-01698,2025-01-11,CUST-7613,Central,Service Outage,Mobile,Customer reported slow internet issue,Low,Closed,2025-01-24,13.0,3.0
COMP-01699,2025-02-01,CUST-7473,East,Service Outage,TV,Customer reported poor voice quality issue,High,Closed,2025-02-02,1.0,5.0
COMP-01700,2025-03-28,CUST-3557,North,Call Drop,Mobile,Customer reported poor voice quality issue,Critical,Closed,2025-03-30,2.0,2.0
COMP-01701,2025-02-17,CUST-6297,South,SMS Failure,Fixed Line,Customer reported sms failure issue,Medium,Closed,2025-02-23,6.0,2.0
COMP-01702,2025-01-15,CUST-4853,South,Billing Issue,Broadband,Customer reported billing issue issue,Low,Open,,,
COMP-01703,2025-01-18,CUST-1472,North,No Signal,TV,Customer reported billing issue issue,High,Closed,2025-01-25,7.0,4.0
COMP-01704,2025-01-04,CUST-7544,East,No Signal,TV,Customer reported slow internet issue,High,Closed,2025-01-14,10.0,2.0
COMP-01705,2025-01-23,CUST-6354,East,Call Drop,TV,Customer reported call drop issue,Low,Closed,2025-01-25,2.0,3.0
COMP-01706,2025-01-05,CUST-2818,Central,SMS Failure,Fixed Line,Customer reported slow internet issue,Medium,Open,,,
COMP-01707,2025-02-05,CUST-6735,West,No Signal,Mobile,Customer reported service outage issue,High,Closed,2025-02-18,13.0,3.0
COMP-01708,2025-03-25,CUST-3805,West,Call Drop,Fixed Line,Customer reported service outage issue,High,Closed,2025-04-08,14.0,5.0
COMP-01709,2025-02-18,CUST-6269,South,No Signal,Mobile,Customer reported slow internet issue,Medium,Closed,2025-02-25,7.0,4.0
COMP-01710,2025-03-10,CUST-4851,South,SMS Failure,Mobile,Customer reported slow internet issue,Low,Closed,2025-03-18,8.0,1.0
COMP-01711,2025-03-06,CUST-9750,South,Billing Issue,Mobile,Customer reported sms failure issue,Critical,Closed,2025-03-15,9.0,3.0
COMP-01712,2025-03-20,CUST-3164,Central,SMS Failure,Mobile,Customer reported poor voice quality issue,Critical,Closed,2025-03-29,9.0,2.0
COMP-01713,2025-01-16,CUST-3078,North,Billing Issue,Mobile,Customer reported sms failure issue,High,Closed,2025-01-21,5.0,5.0
COMP-01714,2025-02-26,CUST-6747,East,Poor Voice Quality,Broadband,Customer reported no signal issue,High,Resolved,,,
COMP-01715,2025-02-22,CUST-8155,North,Slow Internet,TV,Customer reported no signal issue,Low,Closed,2025-02-27,5.0,2.0
COMP-01716,2025-03-28,CUST-8942,East,Slow Internet,Fixed Line,Customer reported sms failure issue,Low,Closed,2025-03-30,2.0,2.0
COMP-01717,2025-02-21,CUST-3150,West,Poor Voice Quality,TV,Customer reported slow internet issue,High,Resolved,,,
COMP-01718,2025-03-05,CUST-2807,West,Poor Voice Quality,Broadband,Customer reported slow internet issue,Critical,Closed,2025-03-10,5.0,4.0
COMP-01719,2025-03-13,CUST-7361,South,Call Drop,Fixed Line,Customer reported sms failure issue,Medium,Closed,2025-03-17,4.0,3.0
COMP-01720,2025-03-07,CUST-9497,South,Service Outage,Mobile,Customer reported service outage issue,High,Closed,2025-03-14,7.0,5.0
COMP-01721,2025-03-01,CUST-3464,South,No Signal,TV,Customer reported sms failure issue,Medium,Closed,2025-03-01,0.0,3.0
COMP-01722,2025-02-03,CUST-5026,North,SMS Failure,Mobile,Customer reported service outage issue,Critical,Closed,2025-02-03,0.0,5.0
COMP-01723,2025-02-20,CUST-2601,Central,SMS Failure,Broadband,Customer reported slow internet issue,High,Closed,2025-03-02,10.0,1.0
COMP-01724,2025-01-05,CUST-6329,South,Poor Voice Quality,Fixed Line,Customer reported service outage issue,High,Resolved,,,
COMP-01725,2025-01-30,CUST-8616,West,Service Outage,Broadband,Customer reported poor voice quality issue,Low,Closed,2025-02-06,7.0,5.0
COMP-01726,2025-01-08,CUST-6153,North,SMS Failure,Broadband,Customer reported slow internet issue,Critical,Closed,2025-01-12,4.0,4.0
COMP-01727,2025-03-25,CUST-7236,West,Call Drop,Broadband,Customer reported call drop issue,High,Closed,2025-03-25,0.0,5.0
COMP-01728,2025-03-05,CUST-4779,South,Service Outage,TV,Customer reported poor voice quality issue,High,Open,,,
COMP-01729,2025-01-24,CUST-2981,West,SMS Failure,Fixed Line,Customer reported poor voice quality issue,Medium,Closed,2025-02-05,12.0,3.0
COMP-01730,2025-02-25,CUST-7967,West,No Signal,Broadband,Customer reported slow internet issue,Critical,Closed,2025-02-28,3.0,2.0
COMP-01731,2025-02-03,CUST-6750,South,SMS Failure,Broadband,Customer reported billing issue issue,Medium,Closed,2025-02-13,10.0,3.0
COMP-01732,2025-03-07,CUST-6745,East,Call Drop,Fixed Line,Customer reported no signal issue,Low,Closed,2025-03-21,14.0,5.0
COMP-01733,2025-01-08,CUST-1666,East,Slow Internet,Fixed Line,Customer reported billing issue issue,Low,Closed,,,2.0
COMP-01734,2025-02-16,CUST-7345,West,Service Outage,Fixed Line,Customer reported billing issue issue,Medium,Resolved,,,
COMP-01735,2025-02-22,CUST-5294,North,Service Outage,TV,Customer reported no signal issue,Critical,Closed,2025-03-07,13.0,1.0
COMP-01736,2025-02-09,CUST-7850,West,SMS Failure,Fixed Line,Customer reported no signal issue,Low,Closed,2025-02-17,8.0,2.0
COMP-01737,2025-01-26,CUST-3463,Central,Billing Issue,Fixed Line,Customer reported no signal issue,High,Closed,2025-01-31,5.0,5.0
COMP-01738,2025-02-28,CUST-8844,Central,SMS Failure,Fixed Line,Customer reported no signal issue,High,Closed,2025-03-05,5.0,3.0
COMP-01739,2025-02-16,CUST-4762,North,Service Outage,TV,Customer reported no signal issue,High,Closed,2025-02-27,11.0,3.0
COMP-01740,2025-01-10,CUST-9313,North,SMS Failure,Broadband,Customer reported poor voice quality issue,Medium,Closed,2025-01-13,3.0,1.0
COMP-01741,2025-03-29,CUST-5596,North,Call Drop,Mobile,Customer reported poor voice quality issue,Critical,Closed,,,2.0
COMP-01742,2025-01-21,CUST-6172,Central,Poor Voice Quality,Fixed Line,Customer reported sms failure issue,High,Closed,2025-01-23,2.0,3.0
COMP-01743,2025-02-19,CUST-5874,Central,Billing Issue,Fixed Line,Customer reported no signal issue,High,Closed,2025-02-28,9.0,3.0
COMP-01744,2025-01-29,CUST-8871,Central,SMS Failure,TV,Customer reported sms failure issue,High,Closed,2025-02-03,5.0,1.0
COMP-01745,2025-03-23,CUST-2077,South,SMS Failure,Mobile,Customer reported no signal issue,Critical,Closed,2025-04-03,11.0,5.0
COMP-01746,2025-01-26,CUST-2682,East,Slow Internet,TV,Customer reported service outage issue,High,Closed,2025-02-06,11.0,4.0
COMP-01747,2025-02-03,CUST-1032,East,Billing Issue,TV,Customer reported billing issue issue,High,Closed,2025-02-17,14.0,3.0
COMP-01748,2025-03-27,CUST-5964,North,Call Drop,TV,Customer reported sms failure issue,Medium,Closed,,,2.0
COMP-01749,2025-03-06,CUST-8425,Central,SMS Failure,Mobile,Customer reported poor voice quality issue,Critical,Resolved,,,
COMP-01750,2025-02-03,CUST-3847,South,Billing Issue,Fixed Line,Customer reported poor voice quality issue,Low,Closed,2025-02-15,12.0,3.0
COMP-01751,2025-03-28,CUST-1530,West,Billing Issue,Mobile,Customer reported sms failure issue,Medium,Closed,2025-04-03,6.0,5.0
COMP-01752,2025-02-20,CUST-2415,South,Call Drop,Fixed Line,Customer reported call drop issue,Critical,Open,,,
COMP-01753,2025-03-08,CUST-9234,Central,SMS Failure,Fixed Line,Customer reported poor voice quality issue,High,Closed,2025-03-21,13.0,5.0
COMP-01754,2025-02-14,CUST-7381,North,No Signal,Broadband,Customer reported poor voice quality issue,High,Closed,2025-02-27,13.0,1.0
COMP-01755,2025-01-24,CUST-9971,East,SMS Failure,Broadband,Customer reported slow internet issue,Low,Closed,2025-02-02,9.0,2.0
COMP-01756,2025-01-17,CUST-2404,South,No Signal,Mobile,Customer reported sms failure issue,Medium,Closed,,,3.0
COMP-01757,2025-03-25,CUST-6255,West,Service Outage,Broadband,Customer reported billing issue issue,High,In Progress,,,
COMP-01758,2025-01-27,CUST-4986,South,Poor Voice Quality,TV,Customer reported call drop issue,Critical,Closed,2025-02-02,6.0,5.0
COMP-01759,2025-03-28,CUST-6981,South,Call Drop,Fixed Line,Customer reported call drop issue,High,Closed,2025-04-08,11.0,1.0
COMP-01760,2025-01-01,CUST-3140,Central,SMS Failure,TV,Customer reported slow internet issue,High,Closed,2025-01-13,12.0,2.0
COMP-01761,2025-01-30,CUST-3266,East,Billing Issue,Fixed Line,Customer reported slow internet issue,Critical,Closed,2025-02-11,12.0,3.0
COMP-01762,2025-02-03,CUST-4787,South,Call Drop,Fixed Line,Customer reported billing issue issue,Medium,Open,,,
COMP-01763,2025-03-25,CUST-7491,South,Call Drop,Mobile,Customer reported sms failure issue,Medium,Closed,,,4.0
COMP-01764,2025-03-06,CUST-3673,South,Call Drop,Mobile,Customer reported service outage issue,Critical,Closed,2025-03-14,8.0,3.0
COMP-01765,2025-02-25,CUST-5956,North,SMS Failure,Broadband,Customer reported call drop issue,Medium,Closed,2025-03-10,13.0,3.0
COMP-01766,2025-01-17,CUST-1266,Central,Call Drop,Fixed Line,Customer reported sms failure issue,High,Closed,2025-01-19,2.0,1.0
